State,Rank,Type,Remark,Time
Decode 45,1,Compute,,0.029
Decode 45,1,Communication,Sending token back,0.000
Decode 46,1,Compute,,0.029
Decode 46,1,Communication,Sending token back,0.000
Decode 47,1,Compute,,0.030
Decode 47,1,Communication,Sending token back,0.000
Decode 48,1,Compute,,0.030
Decode 48,1,Communication,Sending token back,0.001
Decode 49,1,Compute,,0.029
Decode 49,1,Communication,Sending token back,0.000
Decode 50,1,Compute,,0.026
Decode 50,1,Communication,Sending token back,0.000
Decode 51,1,Compute,,0.030
Decode 51,1,Communication,Sending token back,0.000
Decode 52,1,Compute,,0.030
Decode 52,1,Communication,Sending token back,0.000
Decode 53,1,Compute,,0.030
Decode 53,1,Communication,Sending token back,0.000
Decode 54,1,Compute,,0.030
Decode 54,1,Communication,Sending token back,0.000
Decode 55,1,Compute,,0.031
Decode 55,1,Communication,Sending token back,0.000
Decode 56,1,Compute,,0.030
Decode 56,1,Communication,Sending token back,0.001
Decode 57,1,Compute,,0.030
Decode 57,1,Communication,Sending token back,0.000
Decode 58,1,Compute,,0.029
Decode 58,1,Communication,Sending token back,0.001
Decode 59,1,Compute,,0.030
Decode 59,1,Communication,Sending token back,0.000
Decode 60,1,Compute,,0.030
Decode 60,1,Communication,Sending token back,0.000
Decode 61,1,Compute,,0.030
Decode 61,1,Communication,Sending token back,0.000
Decode 62,1,Compute,,0.030
Decode 62,1,Communication,Sending token back,0.000
Decode 63,1,Compute,,0.030
Decode 63,1,Communication,Sending token back,0.000
Decode 64,1,Compute,,0.029
Decode 64,1,Communication,Sending token back,0.001
Decode 65,1,Compute,,0.030
Decode 65,1,Communication,Sending token back,0.000
Decode 66,1,Compute,,0.030
Decode 66,1,Communication,Sending token back,0.000
Decode 67,1,Compute,,0.030
Decode 67,1,Communication,Sending token back,0.000
Decode 68,1,Compute,,0.030
Decode 68,1,Communication,Sending token back,0.000
Decode 69,1,Compute,,0.030
Decode 69,1,Communication,Sending token back,0.000
Decode 70,1,Compute,,0.030
Decode 70,1,Communication,Sending token back,0.000
Decode 71,1,Compute,,0.030
Decode 71,1,Communication,Sending token back,0.001
Decode 72,1,Compute,,0.030
Decode 72,1,Communication,Sending token back,0.001
Decode 73,1,Compute,,0.031
Decode 73,1,Communication,Sending token back,0.000
Decode 74,1,Compute,,0.030
Decode 74,1,Communication,Sending token back,0.000
Decode 75,1,Compute,,0.031
Decode 75,1,Communication,Sending token back,0.000
Decode 76,1,Compute,,0.030
Decode 76,1,Communication,Sending token back,0.001
Decode 77,1,Compute,,0.030
Decode 77,1,Communication,Sending token back,0.000
Decode 78,1,Compute,,0.030
Decode 78,1,Communication,Sending token back,0.001
Decode 79,1,Compute,,0.030
Decode 79,1,Communication,Sending token back,0.000
Decode 80,1,Compute,,0.030
Decode 80,1,Communication,Sending token back,0.000
Decode 81,1,Compute,,0.030
Decode 81,1,Communication,Sending token back,0.001
Decode 82,1,Compute,,0.030
Decode 82,1,Communication,Sending token back,0.000
Decode 83,1,Compute,,0.030
Decode 83,1,Communication,Sending token back,0.000
Decode 84,1,Compute,,0.031
Decode 84,1,Communication,Sending token back,0.000
Decode 85,1,Compute,,0.031
Decode 85,1,Communication,Sending token back,0.001
Decode 86,1,Compute,,0.029
Decode 86,1,Communication,Sending token back,0.000
Decode 87,1,Compute,,0.029
Decode 87,1,Communication,Sending token back,0.001
Decode 88,1,Compute,,0.031
Decode 88,1,Communication,Sending token back,0.001
Decode 89,1,Compute,,0.030
Decode 89,1,Communication,Sending token back,0.000
Decode 90,1,Compute,,0.031
Decode 90,1,Communication,Sending token back,0.000
Decode 91,1,Compute,,0.031
Decode 91,1,Communication,Sending token back,0.000
Decode 92,1,Compute,,0.030
Decode 92,1,Communication,Sending token back,0.000
Decode 93,1,Compute,,0.031
Decode 93,1,Communication,Sending token back,0.001
Decode 94,1,Compute,,0.030
Decode 94,1,Communication,Sending token back,0.000
Decode 95,1,Compute,,0.030
Decode 95,1,Communication,Sending token back,0.000
Decode 96,1,Compute,,0.030
Decode 96,1,Communication,Sending token back,0.001
Decode 97,1,Compute,,0.030
Decode 97,1,Communication,Sending token back,0.001
Decode 98,1,Compute,,0.030
Decode 98,1,Communication,Sending token back,0.001
Decode 99,1,Compute,,0.030
Decode 99,1,Communication,Sending token back,0.001
Decode 100,1,Compute,,0.030
Decode 100,1,Communication,Sending token back,0.000
Decode 101,1,Compute,,0.030
Decode 101,1,Communication,Sending token back,0.001
Decode 102,1,Compute,,0.030
Decode 102,1,Communication,Sending token back,0.000
Decode 103,1,Compute,,0.030
Decode 103,1,Communication,Sending token back,0.000
Decode 104,1,Compute,,0.030
Decode 104,1,Communication,Sending token back,0.000
Decode 105,1,Compute,,0.030
Decode 105,1,Communication,Sending token back,0.000
Decode 106,1,Compute,,0.031
Decode 106,1,Communication,Sending token back,0.000
Decode 107,1,Compute,,0.030
Decode 107,1,Communication,Sending token back,0.001
Decode 108,1,Compute,,0.031
Decode 108,1,Communication,Sending token back,0.001
Decode 109,1,Compute,,0.030
Decode 109,1,Communication,Sending token back,0.001
Decode 110,1,Compute,,0.032
Decode 110,1,Communication,Sending token back,0.001
Decode 111,1,Compute,,0.031
Decode 111,1,Communication,Sending token back,0.000
Decode 112,1,Compute,,0.031
Decode 112,1,Communication,Sending token back,0.000
Decode 113,1,Compute,,0.031
Decode 113,1,Communication,Sending token back,0.001
Decode 114,1,Compute,,0.031
Decode 114,1,Communication,Sending token back,0.000
Decode 115,1,Compute,,0.030
Decode 115,1,Communication,Sending token back,0.000
Decode 116,1,Compute,,0.031
Decode 116,1,Communication,Sending token back,0.000
Decode 117,1,Compute,,0.031
Decode 117,1,Communication,Sending token back,0.000
Decode 118,1,Compute,,0.031
Decode 118,1,Communication,Sending token back,0.000
Decode 119,1,Compute,,0.031
Decode 119,1,Communication,Sending token back,0.000
Decode 120,1,Compute,,0.017
Decode 120,1,Communication,Sending token back,0.000
Decode 121,1,Compute,,0.027
Decode 121,1,Communication,Sending token back,0.000
Decode 122,1,Compute,,0.031
Decode 122,1,Communication,Sending token back,0.000
Decode 123,1,Compute,,0.030
Decode 123,1,Communication,Sending token back,0.000
Decode 124,1,Compute,,0.031
Decode 124,1,Communication,Sending token back,0.001
Decode 125,1,Compute,,0.031
Decode 125,1,Communication,Sending token back,0.000
Decode 126,1,Compute,,0.031
Decode 126,1,Communication,Sending token back,0.000
Decode 127,1,Compute,,0.030
Decode 127,1,Communication,Sending token back,0.001
Decode 128,1,Compute,,0.031
Decode 128,1,Communication,Sending token back,0.000
Decode 129,1,Compute,,0.031
Decode 129,1,Communication,Sending token back,0.000
Decode 130,1,Compute,,0.031
Decode 130,1,Communication,Sending token back,0.001
Decode 131,1,Compute,,0.031
Decode 131,1,Communication,Sending token back,0.000
Decode 132,1,Compute,,0.030
Decode 132,1,Communication,Sending token back,0.000
Decode 133,1,Compute,,0.031
Decode 133,1,Communication,Sending token back,0.000
Decode 134,1,Compute,,0.030
Decode 134,1,Communication,Sending token back,0.001
Decode 135,1,Compute,,0.031
Decode 135,1,Communication,Sending token back,0.001
Decode 136,1,Compute,,0.031
Decode 136,1,Communication,Sending token back,0.000
Decode 137,1,Compute,,0.030
Decode 137,1,Communication,Sending token back,0.000
Decode 138,1,Compute,,0.031
Decode 138,1,Communication,Sending token back,0.000
Decode 139,1,Compute,,0.031
Decode 139,1,Communication,Sending token back,0.000
Decode 140,1,Compute,,0.031
Decode 140,1,Communication,Sending token back,0.000
Decode 141,1,Compute,,0.031
Decode 141,1,Communication,Sending token back,0.001
Decode 142,1,Compute,,0.031
Decode 142,1,Communication,Sending token back,0.000
Decode 143,1,Compute,,0.031
Decode 143,1,Communication,Sending token back,0.000
Decode 144,1,Compute,,0.030
Decode 144,1,Communication,Sending token back,0.000
Decode 145,1,Compute,,0.031
Decode 145,1,Communication,Sending token back,0.001
Decode 146,1,Compute,,0.030
Decode 146,1,Communication,Sending token back,0.001
Decode 147,1,Compute,,0.031
Decode 147,1,Communication,Sending token back,0.001
Decode 148,1,Compute,,0.030
Decode 148,1,Communication,Sending token back,0.000
Decode 149,1,Compute,,0.031
Decode 149,1,Communication,Sending token back,0.001
Decode 150,1,Compute,,0.031
Decode 150,1,Communication,Sending token back,0.000
Decode 151,1,Compute,,0.021
Decode 151,1,Communication,Sending token back,0.001
Decode 152,1,Compute,,0.031
Decode 152,1,Communication,Sending token back,0.000
Decode 153,1,Compute,,0.030
Decode 153,1,Communication,Sending token back,0.000
Decode 154,1,Compute,,0.032
Decode 154,1,Communication,Sending token back,0.001
Decode 155,1,Compute,,0.031
Decode 155,1,Communication,Sending token back,0.000
Decode 156,1,Compute,,0.031
Decode 156,1,Communication,Sending token back,0.000
Decode 157,1,Compute,,0.031
Decode 157,1,Communication,Sending token back,0.000
Decode 158,1,Compute,,0.030
Decode 158,1,Communication,Sending token back,0.001
Decode 159,1,Compute,,0.031
Decode 159,1,Communication,Sending token back,0.000
Decode 160,1,Compute,,0.031
Decode 160,1,Communication,Sending token back,0.000
Decode 161,1,Compute,,0.031
Decode 161,1,Communication,Sending token back,0.001
Decode 162,1,Compute,,0.031
Decode 162,1,Communication,Sending token back,0.001
Decode 163,1,Compute,,0.031
Decode 163,1,Communication,Sending token back,0.000
Decode 164,1,Compute,,0.031
Decode 164,1,Communication,Sending token back,0.001
Decode 165,1,Compute,,0.032
Decode 165,1,Communication,Sending token back,0.001
Decode 166,1,Compute,,0.031
Decode 166,1,Communication,Sending token back,0.001
Decode 167,1,Compute,,0.032
Decode 167,1,Communication,Sending token back,0.001
Decode 168,1,Compute,,0.032
Decode 168,1,Communication,Sending token back,0.000
Decode 169,1,Compute,,0.031
Decode 169,1,Communication,Sending token back,0.000
Decode 170,1,Compute,,0.033
Decode 170,1,Communication,Sending token back,0.000
Decode 171,1,Compute,,0.032
Decode 171,1,Communication,Sending token back,0.000
Decode 172,1,Compute,,0.033
Decode 172,1,Communication,Sending token back,0.001
Decode 173,1,Compute,,0.031
Decode 173,1,Communication,Sending token back,0.000
Decode 174,1,Compute,,0.031
Decode 174,1,Communication,Sending token back,0.001
Decode 175,1,Compute,,0.032
Decode 175,1,Communication,Sending token back,0.000
Decode 176,1,Compute,,0.032
Decode 176,1,Communication,Sending token back,0.000
Decode 177,1,Compute,,0.031
Decode 177,1,Communication,Sending token back,0.001
Decode 178,1,Compute,,0.032
Decode 178,1,Communication,Sending token back,0.000
Decode 179,1,Compute,,0.032
Decode 179,1,Communication,Sending token back,0.000
Decode 180,1,Compute,,0.032
Decode 180,1,Communication,Sending token back,0.000
Decode 181,1,Compute,,0.032
Decode 181,1,Communication,Sending token back,0.001
Decode 182,1,Compute,,0.032
Decode 182,1,Communication,Sending token back,0.000
Decode 183,1,Compute,,0.032
Decode 183,1,Communication,Sending token back,0.000
Decode 184,1,Compute,,0.032
Decode 184,1,Communication,Sending token back,0.000
Decode 185,1,Compute,,0.032
Decode 185,1,Communication,Sending token back,0.001
Decode 186,1,Compute,,0.032
Decode 186,1,Communication,Sending token back,0.000
Decode 187,1,Compute,,0.032
Decode 187,1,Communication,Sending token back,0.001
Decode 188,1,Compute,,0.032
Decode 188,1,Communication,Sending token back,0.000
Decode 189,1,Compute,,0.030
Decode 189,1,Communication,Sending token back,0.001
Decode 190,1,Compute,,0.032
Decode 190,1,Communication,Sending token back,0.001
Decode 191,1,Compute,,0.032
Decode 191,1,Communication,Sending token back,0.000
Decode 192,1,Compute,,0.032
Decode 192,1,Communication,Sending token back,0.000
Decode 193,1,Compute,,0.031
Decode 193,1,Communication,Sending token back,0.000
Decode 194,1,Compute,,0.033
Decode 194,1,Communication,Sending token back,0.000
Decode 195,1,Compute,,0.032
Decode 195,1,Communication,Sending token back,0.000
Decode 196,1,Compute,,0.031
Decode 196,1,Communication,Sending token back,0.000
Decode 197,1,Compute,,0.032
Decode 197,1,Communication,Sending token back,0.000
Decode 198,1,Compute,,0.032
Decode 198,1,Communication,Sending token back,0.001
Decode 199,1,Compute,,0.031
Decode 199,1,Communication,Sending token back,0.001
Decode 200,1,Compute,,0.032
Decode 200,1,Communication,Sending token back,0.001
Decode 201,1,Compute,,0.031
Decode 201,1,Communication,Sending token back,0.001
Decode 202,1,Compute,,0.031
Decode 202,1,Communication,Sending token back,0.001
Decode 203,1,Compute,,0.032
Decode 203,1,Communication,Sending token back,0.001
Decode 204,1,Compute,,0.031
Decode 204,1,Communication,Sending token back,0.000
Decode 205,1,Compute,,0.032
Decode 205,1,Communication,Sending token back,0.000
Decode 206,1,Compute,,0.032
Decode 206,1,Communication,Sending token back,0.000
Decode 207,1,Compute,,0.032
Decode 207,1,Communication,Sending token back,0.000
Decode 208,1,Compute,,0.032
Decode 208,1,Communication,Sending token back,0.001
Decode 209,1,Compute,,0.031
Decode 209,1,Communication,Sending token back,0.001
Decode 210,1,Compute,,0.031
Decode 210,1,Communication,Sending token back,0.000
Decode 211,1,Compute,,0.032
Decode 211,1,Communication,Sending token back,0.000
Decode 212,1,Compute,,0.032
Decode 212,1,Communication,Sending token back,0.000
Decode 213,1,Compute,,0.031
Decode 213,1,Communication,Sending token back,0.000
Decode 214,1,Compute,,0.032
Decode 214,1,Communication,Sending token back,0.000
Decode 215,1,Compute,,0.033
Decode 215,1,Communication,Sending token back,0.000
Decode 216,1,Compute,,0.031
Decode 216,1,Communication,Sending token back,0.000
Decode 217,1,Compute,,0.017
Decode 217,1,Communication,Sending token back,0.000
Decode 218,1,Compute,,0.032
Decode 218,1,Communication,Sending token back,0.000
Decode 219,1,Compute,,0.032
Decode 219,1,Communication,Sending token back,0.000
Decode 220,1,Compute,,0.032
Decode 220,1,Communication,Sending token back,0.000
Decode 221,1,Compute,,0.032
Decode 221,1,Communication,Sending token back,0.001
Decode 222,1,Compute,,0.032
Decode 222,1,Communication,Sending token back,0.000
Decode 223,1,Compute,,0.032
Decode 223,1,Communication,Sending token back,0.001
Decode 224,1,Compute,,0.032
Decode 224,1,Communication,Sending token back,0.000
Decode 225,1,Compute,,0.032
Decode 225,1,Communication,Sending token back,0.000
Decode 226,1,Compute,,0.032
Decode 226,1,Communication,Sending token back,0.000
Decode 227,1,Compute,,0.031
Decode 227,1,Communication,Sending token back,0.001
Decode 228,1,Compute,,0.031
Decode 228,1,Communication,Sending token back,0.000
Decode 229,1,Compute,,0.032
Decode 229,1,Communication,Sending token back,0.000
Decode 230,1,Compute,,0.032
Decode 230,1,Communication,Sending token back,0.001
Decode 231,1,Compute,,0.031
Decode 231,1,Communication,Sending token back,0.000
Decode 232,1,Compute,,0.031
Decode 232,1,Communication,Sending token back,0.000
Decode 233,1,Compute,,0.032
Decode 233,1,Communication,Sending token back,0.000
Decode 234,1,Compute,,0.031
Decode 234,1,Communication,Sending token back,0.000
Decode 235,1,Compute,,0.032
Decode 235,1,Communication,Sending token back,0.000
Decode 236,1,Compute,,0.032
Decode 236,1,Communication,Sending token back,0.001
Decode 237,1,Compute,,0.031
Decode 237,1,Communication,Sending token back,0.001
Decode 238,1,Compute,,0.031
Decode 238,1,Communication,Sending token back,0.000
Decode 239,1,Compute,,0.031
Decode 239,1,Communication,Sending token back,0.000
Decode 240,1,Compute,,0.032
Decode 240,1,Communication,Sending token back,0.000
Decode 241,1,Compute,,0.032
Decode 241,1,Communication,Sending token back,0.000
Decode 242,1,Compute,,0.032
Decode 242,1,Communication,Sending token back,0.000
Decode 243,1,Compute,,0.032
Decode 243,1,Communication,Sending token back,0.000
Decode 244,1,Compute,,0.031
Decode 244,1,Communication,Sending token back,0.001
Decode 245,1,Compute,,0.032
Decode 245,1,Communication,Sending token back,0.000
Decode 246,1,Compute,,0.031
Decode 246,1,Communication,Sending token back,0.000
Decode 247,1,Compute,,0.031
Decode 247,1,Communication,Sending token back,0.000
Decode 248,1,Compute,,0.032
Decode 248,1,Communication,Sending token back,0.001
Decode 249,1,Compute,,0.032
Decode 249,1,Communication,Sending token back,0.001
Decode 250,1,Compute,,0.032
Decode 250,1,Communication,Sending token back,0.000
Decode 251,1,Compute,,0.032
Decode 251,1,Communication,Sending token back,0.001
Decode 252,1,Compute,,0.031
Decode 252,1,Communication,Sending token back,0.001
Decode 253,1,Compute,,0.032
Decode 253,1,Communication,Sending token back,0.001
Decode 254,1,Compute,,0.032
Decode 254,1,Communication,Sending token back,0.000
Decode 255,1,Compute,,0.032
Decode 255,1,Communication,Sending token back,0.001
Decode 256,1,Compute,,0.031
Decode 256,1,Communication,Sending token back,0.000
Decode 257,1,Compute,,0.026
Decode 257,1,Communication,Sending token back,0.001
Decode 258,1,Compute,,0.032
Decode 258,1,Communication,Sending token back,0.000
Decode 259,1,Compute,,0.032
Decode 259,1,Communication,Sending token back,0.001
Decode 260,1,Compute,,0.031
Decode 260,1,Communication,Sending token back,0.000
Decode 261,1,Compute,,0.032
Decode 261,1,Communication,Sending token back,0.001
Decode 262,1,Compute,,0.032
Decode 262,1,Communication,Sending token back,0.001
Decode 263,1,Compute,,0.031
Decode 263,1,Communication,Sending token back,0.000
Decode 264,1,Compute,,0.032
Decode 264,1,Communication,Sending token back,0.000
Decode 265,1,Compute,,0.032
Decode 265,1,Communication,Sending token back,0.001
Decode 266,1,Compute,,0.032
Decode 266,1,Communication,Sending token back,0.001
Decode 267,1,Compute,,0.032
Decode 267,1,Communication,Sending token back,0.000
Decode 268,1,Compute,,0.032
Decode 268,1,Communication,Sending token back,0.000
Decode 269,1,Compute,,0.032
Decode 269,1,Communication,Sending token back,0.001
Decode 270,1,Compute,,0.032
Decode 270,1,Communication,Sending token back,0.001
Decode 271,1,Compute,,0.032
Decode 271,1,Communication,Sending token back,0.001
Decode 272,1,Compute,,0.032
Decode 272,1,Communication,Sending token back,0.001
Decode 273,1,Compute,,0.033
Decode 273,1,Communication,Sending token back,0.001
Decode 274,1,Compute,,0.032
Decode 274,1,Communication,Sending token back,0.000
Decode 275,1,Compute,,0.032
Decode 275,1,Communication,Sending token back,0.001
Decode 276,1,Compute,,0.033
Decode 276,1,Communication,Sending token back,0.001
Decode 277,1,Compute,,0.032
Decode 277,1,Communication,Sending token back,0.001
Decode 278,1,Compute,,0.030
Decode 278,1,Communication,Sending token back,0.000
Decode 279,1,Compute,,0.030
Decode 279,1,Communication,Sending token back,0.001
Decode 280,1,Compute,,0.028
Decode 280,1,Communication,Sending token back,0.001
Decode 281,1,Compute,,0.015
Decode 281,1,Communication,Sending token back,0.000
Decode 282,1,Compute,,0.030
Decode 282,1,Communication,Sending token back,0.000
Decode 283,1,Compute,,0.029
Decode 283,1,Communication,Sending token back,0.001
Decode 284,1,Compute,,0.032
Decode 284,1,Communication,Sending token back,0.000
Decode 285,1,Compute,,0.031
Decode 285,1,Communication,Sending token back,0.000
Decode 286,1,Compute,,0.029
Decode 286,1,Communication,Sending token back,0.001
Decode 287,1,Compute,,0.031
Decode 287,1,Communication,Sending token back,0.000
Decode 288,1,Compute,,0.029
Decode 288,1,Communication,Sending token back,0.000
Decode 289,1,Compute,,0.031
Decode 289,1,Communication,Sending token back,0.001
Decode 290,1,Compute,,0.029
Decode 290,1,Communication,Sending token back,0.000
Decode 291,1,Compute,,0.031
Decode 291,1,Communication,Sending token back,0.000
Decode 292,1,Compute,,0.031
Decode 292,1,Communication,Sending token back,0.000
Decode 293,1,Compute,,0.029
Decode 293,1,Communication,Sending token back,0.001
Decode 294,1,Compute,,0.031
Decode 294,1,Communication,Sending token back,0.000
Decode 295,1,Compute,,0.029
Decode 295,1,Communication,Sending token back,0.000
Decode 296,1,Compute,,0.031
Decode 296,1,Communication,Sending token back,0.000
Decode 297,1,Compute,,0.031
Decode 297,1,Communication,Sending token back,0.001
Decode 298,1,Compute,,0.029
Decode 298,1,Communication,Sending token back,0.000
Decode 299,1,Compute,,0.031
Decode 299,1,Communication,Sending token back,0.000
Decode 300,1,Compute,,0.029
Decode 300,1,Communication,Sending token back,0.001
Decode 301,1,Compute,,0.020
Decode 301,1,Communication,Sending token back,0.000
Decode 302,1,Compute,,0.031
Decode 302,1,Communication,Sending token back,0.000
Decode 303,1,Compute,,0.029
Decode 303,1,Communication,Sending token back,0.001
Decode 304,1,Compute,,0.031
Decode 304,1,Communication,Sending token back,0.000
Decode 305,1,Compute,,0.029
Decode 305,1,Communication,Sending token back,0.000
Decode 306,1,Compute,,0.031
Decode 306,1,Communication,Sending token back,0.000
Decode 307,1,Compute,,0.031
Decode 307,1,Communication,Sending token back,0.000
Decode 308,1,Compute,,0.029
Decode 308,1,Communication,Sending token back,0.001
Decode 309,1,Compute,,0.031
Decode 309,1,Communication,Sending token back,0.001
Decode 310,1,Compute,,0.029
Decode 310,1,Communication,Sending token back,0.001
Decode 311,1,Compute,,0.031
Decode 311,1,Communication,Sending token back,0.001
Decode 312,1,Compute,,0.031
Decode 312,1,Communication,Sending token back,0.000
Decode 313,1,Compute,,0.029
Decode 313,1,Communication,Sending token back,0.001
Decode 314,1,Compute,,0.031
Decode 314,1,Communication,Sending token back,0.000
Decode 315,1,Compute,,0.029
Decode 315,1,Communication,Sending token back,0.000
Decode 316,1,Compute,,0.031
Decode 316,1,Communication,Sending token back,0.000
Decode 317,1,Compute,,0.030
Decode 317,1,Communication,Sending token back,0.000
Decode 318,1,Compute,,0.029
Decode 318,1,Communication,Sending token back,0.000
Decode 319,1,Compute,,0.031
Decode 319,1,Communication,Sending token back,0.000
Decode 320,1,Compute,,0.032
Decode 320,1,Communication,Sending token back,0.000
Decode 321,1,Compute,,0.029
Decode 321,1,Communication,Sending token back,0.001
Decode 322,1,Compute,,0.031
Decode 322,1,Communication,Sending token back,0.000
Decode 323,1,Compute,,0.031
Decode 323,1,Communication,Sending token back,0.001
Decode 324,1,Compute,,0.029
Decode 324,1,Communication,Sending token back,0.000
Decode 325,1,Compute,,0.030
Decode 325,1,Communication,Sending token back,0.000
Decode 326,1,Compute,,0.031
Decode 326,1,Communication,Sending token back,0.000
Decode 327,1,Compute,,0.028
Decode 327,1,Communication,Sending token back,0.001
Decode 328,1,Compute,,0.031
Decode 328,1,Communication,Sending token back,0.000
Decode 329,1,Compute,,0.029
Decode 329,1,Communication,Sending token back,0.000
Decode 330,1,Compute,,0.031
Decode 330,1,Communication,Sending token back,0.000
Decode 331,1,Compute,,0.031
Decode 331,1,Communication,Sending token back,0.000
Decode 332,1,Compute,,0.029
Decode 332,1,Communication,Sending token back,0.000
Decode 333,1,Compute,,0.031
Decode 333,1,Communication,Sending token back,0.001
Decode 334,1,Compute,,0.031
Decode 334,1,Communication,Sending token back,0.000
Decode 335,1,Compute,,0.029
Decode 335,1,Communication,Sending token back,0.000
Decode 336,1,Compute,,0.031
Decode 336,1,Communication,Sending token back,0.000
Decode 337,1,Compute,,0.031
Decode 337,1,Communication,Sending token back,0.000
Decode 338,1,Compute,,0.029
Decode 338,1,Communication,Sending token back,0.000
Decode 339,1,Compute,,0.031
Decode 339,1,Communication,Sending token back,0.000
Decode 340,1,Compute,,0.031
Decode 340,1,Communication,Sending token back,0.000
Decode 341,1,Compute,,0.029
Decode 341,1,Communication,Sending token back,0.000
Decode 342,1,Compute,,0.031
Decode 342,1,Communication,Sending token back,0.000
Decode 343,1,Compute,,0.031
Decode 343,1,Communication,Sending token back,0.001
Decode 344,1,Compute,,0.029
Decode 344,1,Communication,Sending token back,0.001
Decode 345,1,Compute,,0.031
Decode 345,1,Communication,Sending token back,0.000
Decode 346,1,Compute,,0.030
Decode 346,1,Communication,Sending token back,0.001
Decode 347,1,Compute,,0.032
Decode 347,1,Communication,Sending token back,0.000
Decode 348,1,Compute,,0.029
Decode 348,1,Communication,Sending token back,0.000
Decode 349,1,Compute,,0.028
Decode 349,1,Communication,Sending token back,0.001
Decode 350,1,Compute,,0.028
Decode 350,1,Communication,Sending token back,0.001
Decode 351,1,Compute,,0.031
Decode 351,1,Communication,Sending token back,0.000
Decode 352,1,Compute,,0.032
Decode 352,1,Communication,Sending token back,0.000
Decode 353,1,Compute,,0.029
Decode 353,1,Communication,Sending token back,0.001
Decode 354,1,Compute,,0.032
Decode 354,1,Communication,Sending token back,0.000
Decode 355,1,Compute,,0.032
Decode 355,1,Communication,Sending token back,0.001
Decode 356,1,Compute,,0.029
Decode 356,1,Communication,Sending token back,0.001
Decode 357,1,Compute,,0.031
Decode 357,1,Communication,Sending token back,0.001
