State,Rank,Type,Remark,Time
Decode 62,0,Compute,,0.030
Decode 62,0,Communication,Send Hidden,0.003
Decode 63,0,Compute,,0.030
Decode 63,0,Communication,Send Hidden,0.003
Decode 64,0,Compute,,0.031
Decode 64,0,Communication,Send Hidden,0.003
Decode 65,0,Compute,,0.030
Decode 65,0,Communication,Send Hidden,0.003
Decode 66,0,Compute,,0.030
Decode 66,0,Communication,Send Hidden,0.004
Decode 67,0,Compute,,0.030
Decode 67,0,Communication,Send Hidden,0.003
Decode 68,0,Compute,,0.031
Decode 68,0,Communication,Send Hidden,0.003
Decode 69,0,Compute,,0.030
Decode 69,0,Communication,Send Hidden,0.003
Decode 70,0,Compute,,0.030
Decode 70,0,Communication,Send Hidden,0.003
Decode 71,0,Compute,,0.029
Decode 71,0,Communication,Send Hidden,0.003
Decode 72,0,Compute,,0.030
Decode 72,0,Communication,Send Hidden,0.003
Decode 73,0,Compute,,0.030
Decode 73,0,Communication,Send Hidden,0.003
Decode 74,0,Compute,,0.020
Decode 74,0,Communication,Send Hidden,0.003
Decode 75,0,Compute,,0.031
Decode 75,0,Communication,Send Hidden,0.003
Decode 76,0,Compute,,0.030
Decode 76,0,Communication,Send Hidden,0.003
Decode 77,0,Compute,,0.030
Decode 77,0,Communication,Send Hidden,0.003
Decode 78,0,Compute,,0.030
Decode 78,0,Communication,Send Hidden,0.003
Decode 79,0,Compute,,0.029
Decode 79,0,Communication,Send Hidden,0.003
Decode 80,0,Compute,,0.030
Decode 80,0,Communication,Send Hidden,0.003
Decode 81,0,Compute,,0.031
Decode 81,0,Communication,Send Hidden,0.003
Decode 82,0,Compute,,0.030
Decode 82,0,Communication,Send Hidden,0.003
Decode 83,0,Compute,,0.031
Decode 83,0,Communication,Send Hidden,0.003
Decode 84,0,Compute,,0.031
Decode 84,0,Communication,Send Hidden,0.003
Decode 85,0,Compute,,0.030
Decode 85,0,Communication,Send Hidden,0.003
Decode 86,0,Compute,,0.031
Decode 86,0,Communication,Send Hidden,0.003
Decode 87,0,Compute,,0.031
Decode 87,0,Communication,Send Hidden,0.003
Decode 88,0,Compute,,0.022
Decode 88,0,Communication,Send Hidden,0.003
Decode 89,0,Compute,,0.022
Decode 89,0,Communication,Send Hidden,0.003
Decode 90,0,Compute,,0.030
Decode 90,0,Communication,Send Hidden,0.003
Decode 91,0,Compute,,0.030
Decode 91,0,Communication,Send Hidden,0.003
Decode 92,0,Compute,,0.030
Decode 92,0,Communication,Send Hidden,0.003
Decode 93,0,Compute,,0.031
Decode 93,0,Communication,Send Hidden,0.003
Decode 94,0,Compute,,0.030
Decode 94,0,Communication,Send Hidden,0.003
Decode 95,0,Compute,,0.031
Decode 95,0,Communication,Send Hidden,0.003
Decode 96,0,Compute,,0.033
Decode 96,0,Communication,Send Hidden,0.003
Decode 97,0,Compute,,0.030
Decode 97,0,Communication,Send Hidden,0.003
Decode 98,0,Compute,,0.030
Decode 98,0,Communication,Send Hidden,0.003
Decode 99,0,Compute,,0.030
Decode 99,0,Communication,Send Hidden,0.003
Decode 100,0,Compute,,0.030
Decode 100,0,Communication,Send Hidden,0.003
Decode 101,0,Compute,,0.030
Decode 101,0,Communication,Send Hidden,0.003
Decode 102,0,Compute,,0.022
Decode 102,0,Communication,Send Hidden,0.003
Decode 103,0,Compute,,0.015
Decode 103,0,Communication,Send Hidden,0.003
Decode 104,0,Compute,,0.024
Decode 104,0,Communication,Send Hidden,0.003
Decode 105,0,Compute,,0.030
Decode 105,0,Communication,Send Hidden,0.003
Decode 106,0,Compute,,0.030
Decode 106,0,Communication,Send Hidden,0.003
Decode 107,0,Compute,,0.031
Decode 107,0,Communication,Send Hidden,0.003
Decode 108,0,Compute,,0.030
Decode 108,0,Communication,Send Hidden,0.003
Decode 109,0,Compute,,0.029
Decode 109,0,Communication,Send Hidden,0.003
Decode 110,0,Compute,,0.032
Decode 110,0,Communication,Send Hidden,0.003
Decode 111,0,Compute,,0.030
Decode 111,0,Communication,Send Hidden,0.003
Decode 112,0,Compute,,0.030
Decode 112,0,Communication,Send Hidden,0.003
Decode 113,0,Compute,,0.031
Decode 113,0,Communication,Send Hidden,0.003
Decode 114,0,Compute,,0.030
Decode 114,0,Communication,Send Hidden,0.003
Decode 115,0,Compute,,0.031
Decode 115,0,Communication,Send Hidden,0.003
Decode 116,0,Compute,,0.027
Decode 116,0,Communication,Send Hidden,0.003
Decode 117,0,Compute,,0.031
Decode 117,0,Communication,Send Hidden,0.003
Decode 118,0,Compute,,0.030
Decode 118,0,Communication,Send Hidden,0.003
Decode 119,0,Compute,,0.031
Decode 119,0,Communication,Send Hidden,0.003
Decode 120,0,Compute,,0.030
Decode 120,0,Communication,Send Hidden,0.003
Decode 121,0,Compute,,0.031
Decode 121,0,Communication,Send Hidden,0.003
Decode 122,0,Compute,,0.030
Decode 122,0,Communication,Send Hidden,0.003
Decode 123,0,Compute,,0.030
Decode 123,0,Communication,Send Hidden,0.003
Decode 124,0,Compute,,0.030
Decode 124,0,Communication,Send Hidden,0.003
Decode 125,0,Compute,,0.031
Decode 125,0,Communication,Send Hidden,0.003
Decode 126,0,Compute,,0.030
Decode 126,0,Communication,Send Hidden,0.003
Decode 127,0,Compute,,0.031
Decode 127,0,Communication,Send Hidden,0.003
Decode 128,0,Compute,,0.030
Decode 128,0,Communication,Send Hidden,0.003
