State,Rank,Type,Remark,Time
Decode 73,1,Communication,Sending token back,0.000
Decode 74,1,Compute,,0.030
Decode 74,1,Communication,Sending token back,0.001
Decode 75,1,Compute,,0.031
Decode 75,1,Communication,Sending token back,0.001
Decode 76,1,Compute,,0.030
Decode 76,1,Communication,Sending token back,0.001
Decode 77,1,Compute,,0.030
Decode 77,1,Communication,Sending token back,0.000
Decode 78,1,Compute,,0.031
Decode 78,1,Communication,Sending token back,0.001
Decode 79,1,Compute,,0.030
Decode 79,1,Communication,Sending token back,0.000
Decode 80,1,Compute,,0.030
Decode 80,1,Communication,Sending token back,0.000
Decode 81,1,Compute,,0.030
Decode 81,1,Communication,Sending token back,0.000
Decode 82,1,Compute,,0.030
Decode 82,1,Communication,Sending token back,0.001
Decode 83,1,Compute,,0.030
Decode 83,1,Communication,Sending token back,0.000
Decode 84,1,Compute,,0.030
Decode 84,1,Communication,Sending token back,0.000
Decode 85,1,Compute,,0.031
Decode 85,1,Communication,Sending token back,0.000
Decode 86,1,Compute,,0.029
Decode 86,1,Communication,Sending token back,0.001
Decode 87,1,Compute,,0.030
Decode 87,1,Communication,Sending token back,0.001
Decode 88,1,Compute,,0.030
Decode 88,1,Communication,Sending token back,0.001
Decode 89,1,Compute,,0.030
Decode 89,1,Communication,Sending token back,0.000
Decode 90,1,Compute,,0.030
Decode 90,1,Communication,Sending token back,0.001
Decode 91,1,Compute,,0.026
Decode 91,1,Communication,Sending token back,0.001
Decode 92,1,Compute,,0.030
Decode 92,1,Communication,Sending token back,0.001
Decode 93,1,Compute,,0.031
Decode 93,1,Communication,Sending token back,0.000
Decode 94,1,Compute,,0.030
Decode 94,1,Communication,Sending token back,0.000
Decode 95,1,Compute,,0.030
Decode 95,1,Communication,Sending token back,0.000
Decode 96,1,Compute,,0.031
Decode 96,1,Communication,Sending token back,0.000
Decode 97,1,Compute,,0.031
Decode 97,1,Communication,Sending token back,0.000
Decode 98,1,Compute,,0.030
Decode 98,1,Communication,Sending token back,0.000
Decode 99,1,Compute,,0.031
Decode 99,1,Communication,Sending token back,0.001
Decode 100,1,Compute,,0.030
Decode 100,1,Communication,Sending token back,0.000
Decode 101,1,Compute,,0.030
Decode 101,1,Communication,Sending token back,0.000
Decode 102,1,Compute,,0.016
Decode 102,1,Communication,Sending token back,0.000
Decode 103,1,Compute,,0.029
Decode 103,1,Communication,Sending token back,0.000
Decode 104,1,Compute,,0.029
Decode 104,1,Communication,Sending token back,0.000
Decode 105,1,Compute,,0.030
Decode 105,1,Communication,Sending token back,0.000
Decode 106,1,Compute,,0.030
Decode 106,1,Communication,Sending token back,0.000
Decode 107,1,Compute,,0.030
Decode 107,1,Communication,Sending token back,0.001
Decode 108,1,Compute,,0.031
Decode 108,1,Communication,Sending token back,0.000
Decode 109,1,Compute,,0.030
Decode 109,1,Communication,Sending token back,0.000
Decode 110,1,Compute,,0.032
Decode 110,1,Communication,Sending token back,0.000
Decode 111,1,Compute,,0.030
Decode 111,1,Communication,Sending token back,0.000
Decode 112,1,Compute,,0.031
Decode 112,1,Communication,Sending token back,0.001
Decode 113,1,Compute,,0.030
Decode 113,1,Communication,Sending token back,0.000
Decode 114,1,Compute,,0.031
Decode 114,1,Communication,Sending token back,0.000
Decode 115,1,Compute,,0.030
Decode 115,1,Communication,Sending token back,0.000
Decode 116,1,Compute,,0.031
Decode 116,1,Communication,Sending token back,0.000
Decode 117,1,Compute,,0.031
Decode 117,1,Communication,Sending token back,0.000
Decode 118,1,Compute,,0.031
Decode 118,1,Communication,Sending token back,0.000
Decode 119,1,Compute,,0.031
Decode 119,1,Communication,Sending token back,0.000
Decode 120,1,Compute,,0.031
Decode 120,1,Communication,Sending token back,0.001
Decode 121,1,Compute,,0.030
Decode 121,1,Communication,Sending token back,0.000
Decode 122,1,Compute,,0.031
Decode 122,1,Communication,Sending token back,0.000
Decode 123,1,Compute,,0.030
Decode 123,1,Communication,Sending token back,0.001
Decode 124,1,Compute,,0.031
Decode 124,1,Communication,Sending token back,0.001
Decode 125,1,Compute,,0.030
Decode 125,1,Communication,Sending token back,0.000
Decode 126,1,Compute,,0.031
Decode 126,1,Communication,Sending token back,0.001
Decode 127,1,Compute,,0.030
Decode 127,1,Communication,Sending token back,0.001
Decode 128,1,Compute,,0.031
Decode 128,1,Communication,Sending token back,0.001
