State,Rank,Type,Remark,Time
Decode 28,0,Compute,,0.029
Decode 28,0,Communication,Send Hidden,0.003
Decode 29,0,Compute,,0.030
Decode 29,0,Communication,Send Hidden,0.003
Decode 30,0,Compute,,0.030
Decode 30,0,Communication,Send Hidden,0.003
Decode 31,0,Compute,,0.029
Decode 31,0,Communication,Send Hidden,0.003
Decode 32,0,Compute,,0.029
Decode 32,0,Communication,Send Hidden,0.003
Decode 33,0,Compute,,0.029
Decode 33,0,Communication,Send Hidden,0.003
Decode 34,0,Compute,,0.029
Decode 34,0,Communication,Send Hidden,0.003
Decode 35,0,Compute,,0.029
Decode 35,0,Communication,Send Hidden,0.003
Decode 36,0,Compute,,0.030
Decode 36,0,Communication,Send Hidden,0.003
Decode 37,0,Compute,,0.029
Decode 37,0,Communication,Send Hidden,0.003
Decode 38,0,Compute,,0.030
Decode 38,0,Communication,Send Hidden,0.003
Decode 39,0,Compute,,0.029
Decode 39,0,Communication,Send Hidden,0.003
Decode 40,0,Compute,,0.030
Decode 40,0,Communication,Send Hidden,0.003
Decode 41,0,Compute,,0.030
Decode 41,0,Communication,Send Hidden,0.003
Decode 42,0,Compute,,0.030
Decode 42,0,Communication,Send Hidden,0.003
Decode 43,0,Compute,,0.029
Decode 43,0,Communication,Send Hidden,0.003
Decode 44,0,Compute,,0.029
Decode 44,0,Communication,Send Hidden,0.003
Decode 45,0,Compute,,0.030
Decode 45,0,Communication,Send Hidden,0.003
Decode 46,0,Compute,,0.029
Decode 46,0,Communication,Send Hidden,0.003
Decode 47,0,Compute,,0.029
Decode 47,0,Communication,Send Hidden,0.003
Decode 48,0,Compute,,0.022
Decode 48,0,Communication,Send Hidden,0.003
Decode 49,0,Compute,,0.023
Decode 49,0,Communication,Send Hidden,0.003
Decode 50,0,Compute,,0.029
Decode 50,0,Communication,Send Hidden,0.003
Decode 51,0,Compute,,0.030
Decode 51,0,Communication,Send Hidden,0.003
Decode 52,0,Compute,,0.030
Decode 52,0,Communication,Send Hidden,0.003
Decode 53,0,Compute,,0.029
Decode 53,0,Communication,Send Hidden,0.003
Decode 54,0,Compute,,0.030
Decode 54,0,Communication,Send Hidden,0.003
Decode 55,0,Compute,,0.027
Decode 55,0,Communication,Send Hidden,0.003
Decode 56,0,Compute,,0.030
Decode 56,0,Communication,Send Hidden,0.003
Decode 57,0,Compute,,0.030
Decode 57,0,Communication,Send Hidden,0.003
Decode 58,0,Compute,,0.030
Decode 58,0,Communication,Send Hidden,0.003
Decode 59,0,Compute,,0.029
Decode 59,0,Communication,Send Hidden,0.003
Decode 60,0,Compute,,0.030
Decode 60,0,Communication,Send Hidden,0.003
Decode 61,0,Compute,,0.028
Decode 61,0,Communication,Send Hidden,0.003
Decode 62,0,Compute,,0.029
Decode 62,0,Communication,Send Hidden,0.003
Decode 63,0,Compute,,0.030
Decode 63,0,Communication,Send Hidden,0.003
Decode 64,0,Compute,,0.030
Decode 64,0,Communication,Send Hidden,0.003
Decode 65,0,Compute,,0.030
Decode 65,0,Communication,Send Hidden,0.003
Decode 66,0,Compute,,0.030
Decode 66,0,Communication,Send Hidden,0.003
Decode 67,0,Compute,,0.029
Decode 67,0,Communication,Send Hidden,0.002
Decode 68,0,Compute,,0.030
Decode 68,0,Communication,Send Hidden,0.003
Decode 69,0,Compute,,0.029
Decode 69,0,Communication,Send Hidden,0.003
Decode 70,0,Compute,,0.030
Decode 70,0,Communication,Send Hidden,0.003
Decode 71,0,Compute,,0.030
Decode 71,0,Communication,Send Hidden,0.003
Decode 72,0,Compute,,0.030
Decode 72,0,Communication,Send Hidden,0.003
Decode 73,0,Compute,,0.029
Decode 73,0,Communication,Send Hidden,0.003
Decode 74,0,Compute,,0.030
Decode 74,0,Communication,Send Hidden,0.003
Decode 75,0,Compute,,0.030
Decode 75,0,Communication,Send Hidden,0.003
Decode 76,0,Compute,,0.029
Decode 76,0,Communication,Send Hidden,0.003
Decode 77,0,Compute,,0.029
Decode 77,0,Communication,Send Hidden,0.003
Decode 78,0,Compute,,0.030
Decode 78,0,Communication,Send Hidden,0.003
Decode 79,0,Compute,,0.030
Decode 79,0,Communication,Send Hidden,0.003
Decode 80,0,Compute,,0.030
Decode 80,0,Communication,Send Hidden,0.003
Decode 81,0,Compute,,0.030
Decode 81,0,Communication,Send Hidden,0.003
Decode 82,0,Compute,,0.030
Decode 82,0,Communication,Send Hidden,0.003
Decode 83,0,Compute,,0.030
Decode 83,0,Communication,Send Hidden,0.003
Decode 84,0,Compute,,0.030
Decode 84,0,Communication,Send Hidden,0.003
Decode 85,0,Compute,,0.029
Decode 85,0,Communication,Send Hidden,0.003
Decode 86,0,Compute,,0.030
Decode 86,0,Communication,Send Hidden,0.003
Decode 87,0,Compute,,0.030
Decode 87,0,Communication,Send Hidden,0.003
Decode 88,0,Compute,,0.030
Decode 88,0,Communication,Send Hidden,0.003
Decode 89,0,Compute,,0.030
Decode 89,0,Communication,Send Hidden,0.003
Decode 90,0,Compute,,0.030
Decode 90,0,Communication,Send Hidden,0.003
Decode 91,0,Compute,,0.025
Decode 91,0,Communication,Send Hidden,0.003
Decode 92,0,Compute,,0.030
Decode 92,0,Communication,Send Hidden,0.003
Decode 93,0,Compute,,0.030
Decode 93,0,Communication,Send Hidden,0.003
Decode 94,0,Compute,,0.030
Decode 94,0,Communication,Send Hidden,0.003
Decode 95,0,Compute,,0.030
Decode 95,0,Communication,Send Hidden,0.003
Decode 96,0,Compute,,0.031
Decode 96,0,Communication,Send Hidden,0.003
Decode 97,0,Compute,,0.030
Decode 97,0,Communication,Send Hidden,0.003
Decode 98,0,Compute,,0.029
Decode 98,0,Communication,Send Hidden,0.003
Decode 99,0,Compute,,0.030
Decode 99,0,Communication,Send Hidden,0.003
Decode 100,0,Compute,,0.030
Decode 100,0,Communication,Send Hidden,0.003
Decode 101,0,Compute,,0.030
Decode 101,0,Communication,Send Hidden,0.003
Decode 102,0,Compute,,0.029
Decode 102,0,Communication,Send Hidden,0.003
Decode 103,0,Compute,,0.030
Decode 103,0,Communication,Send Hidden,0.003
Decode 104,0,Compute,,0.030
Decode 104,0,Communication,Send Hidden,0.003
Decode 105,0,Compute,,0.021
Decode 105,0,Communication,Send Hidden,0.003
Decode 106,0,Compute,,0.025
Decode 106,0,Communication,Send Hidden,0.003
Decode 107,0,Compute,,0.030
Decode 107,0,Communication,Send Hidden,0.003
Decode 108,0,Compute,,0.030
Decode 108,0,Communication,Send Hidden,0.003
Decode 109,0,Compute,,0.030
Decode 109,0,Communication,Send Hidden,0.003
Decode 110,0,Compute,,0.031
Decode 110,0,Communication,Send Hidden,0.003
Decode 111,0,Compute,,0.030
Decode 111,0,Communication,Send Hidden,0.003
Decode 112,0,Compute,,0.028
Decode 112,0,Communication,Send Hidden,0.003
Decode 113,0,Compute,,0.030
Decode 113,0,Communication,Send Hidden,0.003
Decode 114,0,Compute,,0.030
Decode 114,0,Communication,Send Hidden,0.004
Decode 115,0,Compute,,0.031
Decode 115,0,Communication,Send Hidden,0.003
Decode 116,0,Compute,,0.030
Decode 116,0,Communication,Send Hidden,0.003
Decode 117,0,Compute,,0.031
Decode 117,0,Communication,Send Hidden,0.003
Decode 118,0,Compute,,0.030
Decode 118,0,Communication,Send Hidden,0.003
Decode 119,0,Compute,,0.021
Decode 119,0,Communication,Send Hidden,0.003
Decode 120,0,Compute,,0.030
Decode 120,0,Communication,Send Hidden,0.003
Decode 121,0,Compute,,0.031
Decode 121,0,Communication,Send Hidden,0.003
Decode 122,0,Compute,,0.030
Decode 122,0,Communication,Send Hidden,0.003
Decode 123,0,Compute,,0.032
Decode 123,0,Communication,Send Hidden,0.003
Decode 124,0,Compute,,0.029
Decode 124,0,Communication,Send Hidden,0.003
Decode 125,0,Compute,,0.031
Decode 125,0,Communication,Send Hidden,0.003
Decode 126,0,Compute,,0.030
Decode 126,0,Communication,Send Hidden,0.003
Decode 127,0,Compute,,0.031
Decode 127,0,Communication,Send Hidden,0.003
Decode 128,0,Compute,,0.030
Decode 128,0,Communication,Send Hidden,0.003
Decode 129,0,Compute,,0.031
Decode 129,0,Communication,Send Hidden,0.003
Decode 130,0,Compute,,0.031
Decode 130,0,Communication,Send Hidden,0.003
Decode 131,0,Compute,,0.031
Decode 131,0,Communication,Send Hidden,0.003
Decode 132,0,Compute,,0.028
Decode 132,0,Communication,Send Hidden,0.003
Decode 133,0,Compute,,0.020
Decode 133,0,Communication,Send Hidden,0.003
Decode 134,0,Compute,,0.031
Decode 134,0,Communication,Send Hidden,0.003
Decode 135,0,Compute,,0.031
Decode 135,0,Communication,Send Hidden,0.003
Decode 136,0,Compute,,0.031
Decode 136,0,Communication,Send Hidden,0.003
Decode 137,0,Compute,,0.031
Decode 137,0,Communication,Send Hidden,0.003
Decode 138,0,Compute,,0.030
Decode 138,0,Communication,Send Hidden,0.003
Decode 139,0,Compute,,0.031
Decode 139,0,Communication,Send Hidden,0.003
Decode 140,0,Compute,,0.030
Decode 140,0,Communication,Send Hidden,0.003
Decode 141,0,Compute,,0.031
Decode 141,0,Communication,Send Hidden,0.003
Decode 142,0,Compute,,0.030
Decode 142,0,Communication,Send Hidden,0.003
Decode 143,0,Compute,,0.031
Decode 143,0,Communication,Send Hidden,0.003
Decode 144,0,Compute,,0.030
Decode 144,0,Communication,Send Hidden,0.003
Decode 145,0,Compute,,0.031
Decode 145,0,Communication,Send Hidden,0.003
Decode 146,0,Compute,,0.030
Decode 146,0,Communication,Send Hidden,0.003
Decode 147,0,Compute,,0.022
Decode 147,0,Communication,Send Hidden,0.003
Decode 148,0,Compute,,0.028
Decode 148,0,Communication,Send Hidden,0.003
Decode 149,0,Compute,,0.031
Decode 149,0,Communication,Send Hidden,0.003
Decode 150,0,Compute,,0.030
Decode 150,0,Communication,Send Hidden,0.003
Decode 151,0,Compute,,0.031
Decode 151,0,Communication,Send Hidden,0.003
Decode 152,0,Compute,,0.031
Decode 152,0,Communication,Send Hidden,0.003
Decode 153,0,Compute,,0.031
Decode 153,0,Communication,Send Hidden,0.003
Decode 154,0,Compute,,0.031
Decode 154,0,Communication,Send Hidden,0.003
Decode 155,0,Compute,,0.030
Decode 155,0,Communication,Send Hidden,0.003
Decode 156,0,Compute,,0.024
Decode 156,0,Communication,Send Hidden,0.003
Decode 157,0,Compute,,0.030
Decode 157,0,Communication,Send Hidden,0.003
Decode 158,0,Compute,,0.031
Decode 158,0,Communication,Send Hidden,0.003
Decode 159,0,Compute,,0.030
Decode 159,0,Communication,Send Hidden,0.003
Decode 160,0,Compute,,0.031
Decode 160,0,Communication,Send Hidden,0.003
Decode 161,0,Compute,,0.021
Decode 161,0,Communication,Send Hidden,0.003
Decode 162,0,Compute,,0.017
Decode 162,0,Communication,Send Hidden,0.003
Decode 163,0,Compute,,0.027
Decode 163,0,Communication,Send Hidden,0.003
Decode 164,0,Compute,,0.032
Decode 164,0,Communication,Send Hidden,0.003
Decode 165,0,Compute,,0.033
Decode 165,0,Communication,Send Hidden,0.003
Decode 166,0,Compute,,0.032
Decode 166,0,Communication,Send Hidden,0.003
Decode 167,0,Compute,,0.031
Decode 167,0,Communication,Send Hidden,0.003
Decode 168,0,Compute,,0.032
Decode 168,0,Communication,Send Hidden,0.003
Decode 169,0,Compute,,0.033
Decode 169,0,Communication,Send Hidden,0.003
Decode 170,0,Compute,,0.030
Decode 170,0,Communication,Send Hidden,0.003
Decode 171,0,Compute,,0.032
Decode 171,0,Communication,Send Hidden,0.003
Decode 172,0,Compute,,0.031
Decode 172,0,Communication,Send Hidden,0.003
Decode 173,0,Compute,,0.031
Decode 173,0,Communication,Send Hidden,0.003
Decode 174,0,Compute,,0.024
Decode 174,0,Communication,Send Hidden,0.003
Decode 175,0,Compute,,0.020
Decode 175,0,Communication,Send Hidden,0.004
Decode 176,0,Compute,,0.032
Decode 176,0,Communication,Send Hidden,0.004
Decode 177,0,Compute,,0.032
Decode 177,0,Communication,Send Hidden,0.003
Decode 178,0,Compute,,0.032
Decode 178,0,Communication,Send Hidden,0.003
Decode 179,0,Compute,,0.031
Decode 179,0,Communication,Send Hidden,0.003
Decode 180,0,Compute,,0.032
Decode 180,0,Communication,Send Hidden,0.003
Decode 181,0,Compute,,0.031
Decode 181,0,Communication,Send Hidden,0.003
Decode 182,0,Compute,,0.031
Decode 182,0,Communication,Send Hidden,0.004
Decode 183,0,Compute,,0.032
Decode 183,0,Communication,Send Hidden,0.003
Decode 184,0,Compute,,0.032
Decode 184,0,Communication,Send Hidden,0.003
Decode 185,0,Compute,,0.033
Decode 185,0,Communication,Send Hidden,0.003
Decode 186,0,Compute,,0.030
Decode 186,0,Communication,Send Hidden,0.003
Decode 187,0,Compute,,0.032
Decode 187,0,Communication,Send Hidden,0.003
Decode 188,0,Compute,,0.027
Decode 188,0,Communication,Send Hidden,0.004
Decode 189,0,Compute,,0.019
Decode 189,0,Communication,Send Hidden,0.003
Decode 190,0,Compute,,0.032
Decode 190,0,Communication,Send Hidden,0.003
Decode 191,0,Compute,,0.031
Decode 191,0,Communication,Send Hidden,0.003
Decode 192,0,Compute,,0.032
Decode 192,0,Communication,Send Hidden,0.003
Decode 193,0,Compute,,0.032
Decode 193,0,Communication,Send Hidden,0.003
Decode 194,0,Compute,,0.032
Decode 194,0,Communication,Send Hidden,0.003
Decode 195,0,Compute,,0.033
Decode 195,0,Communication,Send Hidden,0.003
Decode 196,0,Compute,,0.032
Decode 196,0,Communication,Send Hidden,0.003
Decode 197,0,Compute,,0.032
Decode 197,0,Communication,Send Hidden,0.002
Decode 198,0,Compute,,0.033
Decode 198,0,Communication,Send Hidden,0.003
Decode 199,0,Compute,,0.031
Decode 199,0,Communication,Send Hidden,0.003
Decode 200,0,Compute,,0.031
Decode 200,0,Communication,Send Hidden,0.003
Decode 201,0,Compute,,0.021
Decode 201,0,Communication,Send Hidden,0.003
Decode 202,0,Compute,,0.024
Decode 202,0,Communication,Send Hidden,0.003
Decode 203,0,Compute,,0.029
Decode 203,0,Communication,Send Hidden,0.003
Decode 204,0,Compute,,0.031
Decode 204,0,Communication,Send Hidden,0.003
Decode 205,0,Compute,,0.031
Decode 205,0,Communication,Send Hidden,0.003
Decode 206,0,Compute,,0.031
Decode 206,0,Communication,Send Hidden,0.003
Decode 207,0,Compute,,0.032
Decode 207,0,Communication,Send Hidden,0.003
Decode 208,0,Compute,,0.032
Decode 208,0,Communication,Send Hidden,0.003
Decode 209,0,Compute,,0.031
Decode 209,0,Communication,Send Hidden,0.003
Decode 210,0,Compute,,0.032
Decode 210,0,Communication,Send Hidden,0.003
Decode 211,0,Compute,,0.032
Decode 211,0,Communication,Send Hidden,0.003
Decode 212,0,Compute,,0.031
Decode 212,0,Communication,Send Hidden,0.003
Decode 213,0,Compute,,0.032
Decode 213,0,Communication,Send Hidden,0.003
Decode 214,0,Compute,,0.031
Decode 214,0,Communication,Send Hidden,0.003
Decode 215,0,Compute,,0.033
Decode 215,0,Communication,Send Hidden,0.003
Decode 216,0,Compute,,0.020
Decode 216,0,Communication,Send Hidden,0.003
Decode 217,0,Compute,,0.031
Decode 217,0,Communication,Send Hidden,0.003
Decode 218,0,Compute,,0.031
Decode 218,0,Communication,Send Hidden,0.003
Decode 219,0,Compute,,0.032
Decode 219,0,Communication,Send Hidden,0.003
Decode 220,0,Compute,,0.032
Decode 220,0,Communication,Send Hidden,0.003
Decode 221,0,Compute,,0.031
Decode 221,0,Communication,Send Hidden,0.003
Decode 222,0,Compute,,0.032
Decode 222,0,Communication,Send Hidden,0.003
Decode 223,0,Compute,,0.025
Decode 223,0,Communication,Send Hidden,0.003
Decode 224,0,Compute,,0.032
Decode 224,0,Communication,Send Hidden,0.003
Decode 225,0,Compute,,0.032
Decode 225,0,Communication,Send Hidden,0.003
Decode 226,0,Compute,,0.031
Decode 226,0,Communication,Send Hidden,0.003
Decode 227,0,Compute,,0.031
Decode 227,0,Communication,Send Hidden,0.003
Decode 228,0,Compute,,0.032
Decode 228,0,Communication,Send Hidden,0.003
Decode 229,0,Compute,,0.027
Decode 229,0,Communication,Send Hidden,0.003
Decode 230,0,Compute,,0.032
Decode 230,0,Communication,Send Hidden,0.003
Decode 231,0,Compute,,0.032
Decode 231,0,Communication,Send Hidden,0.003
Decode 232,0,Compute,,0.031
Decode 232,0,Communication,Send Hidden,0.003
Decode 233,0,Compute,,0.031
Decode 233,0,Communication,Send Hidden,0.003
Decode 234,0,Compute,,0.032
Decode 234,0,Communication,Send Hidden,0.003
Decode 235,0,Compute,,0.031
Decode 235,0,Communication,Send Hidden,0.003
Decode 236,0,Compute,,0.031
Decode 236,0,Communication,Send Hidden,0.003
Decode 237,0,Compute,,0.027
Decode 237,0,Communication,Send Hidden,0.003
Decode 238,0,Compute,,0.031
Decode 238,0,Communication,Send Hidden,0.003
Decode 239,0,Compute,,0.031
Decode 239,0,Communication,Send Hidden,0.003
Decode 240,0,Compute,,0.032
Decode 240,0,Communication,Send Hidden,0.003
Decode 241,0,Compute,,0.032
Decode 241,0,Communication,Send Hidden,0.003
Decode 242,0,Compute,,0.024
Decode 242,0,Communication,Send Hidden,0.003
Decode 243,0,Compute,,0.024
Decode 243,0,Communication,Send Hidden,0.003
Decode 244,0,Compute,,0.032
Decode 244,0,Communication,Send Hidden,0.003
Decode 245,0,Compute,,0.032
Decode 245,0,Communication,Send Hidden,0.003
Decode 246,0,Compute,,0.028
Decode 246,0,Communication,Send Hidden,0.003
Decode 247,0,Compute,,0.031
Decode 247,0,Communication,Send Hidden,0.003
Decode 248,0,Compute,,0.029
Decode 248,0,Communication,Send Hidden,0.003
Decode 249,0,Compute,,0.032
Decode 249,0,Communication,Send Hidden,0.003
Decode 250,0,Compute,,0.032
Decode 250,0,Communication,Send Hidden,0.003
Decode 251,0,Compute,,0.033
Decode 251,0,Communication,Send Hidden,0.003
Decode 252,0,Compute,,0.032
Decode 252,0,Communication,Send Hidden,0.003
Decode 253,0,Compute,,0.032
Decode 253,0,Communication,Send Hidden,0.003
Decode 254,0,Compute,,0.031
Decode 254,0,Communication,Send Hidden,0.003
Decode 255,0,Compute,,0.032
Decode 255,0,Communication,Send Hidden,0.003
Decode 256,0,Compute,,0.032
Decode 256,0,Communication,Send Hidden,0.003
